Zip Code,City,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
93065,Simi Valley,467400,4.57E+05,469900,442600,425700,405100,410900,406900,398100,386100,389400,3.80E+05,376100,3.61E+05,362800,358100,361100,370700,394100,4.09E+05,406200,3.95E+05,394900,383700,376300,358600,367800,3.81E+05,387100,398900,391500,387900,377300,385400,387300,389700,385200,385300,377500,360200,356300,357800,363100,361600,357700,352900,360300,354200,364100,356400,366900,357500,351400,348900,363400,378900,382600,386900,391800,404300,406900,4.12E+05,418900,423900,428900,435100,441600,447100,445900,440900,436500,4.33E+05,436600,442400,448500,443600,458700,462500,487800,475500,475500,468100,473700,480300,470900,461600,464300,475300,491200,488700,505300,498700,5.07E+05,494300,503200,506700,512400,513500,504300,505800,5.04E+05,514400,510700,518800,5.18E+05,524900,522700,533600,536200,542300,542800,542500,5.42E+05,541600,544300,547800,557700,558700,569100,5.66E+05,565400,557200,561100,573800
92627,Costa Mesa,521400,517500,515800,479700,450600,453200,462600,4.75E+05,4.81E+05,468800,439800,434200,413600,419200,414600,457900,474400,508600,494600,534300,504800,514900,456400,456700,430800,441600,416300,430800,446100,450600,463100,4.66E+05,493900,484600,509300,488400,4.86E+05,436500,417700,4.19E+05,414300,430100,417300,4.40E+05,409800,420300,413900,432400,442500,433600,429300,410400,442100,469100,464700,463200,493500,504600,514200,509300,5.47E+05,574300,576400,564600,558900,558900,572400,563100,559200,574800,633300,646600,642400,5.98E+05,659100,669600,6.76E+05,648300,665300,657700,647400,621900,621100,609500,635600,661800,659300,657900,639800,675300,669200,688900,667500,700700,711400,699700,689300,634900,642500,657500,722800,731600,719700,708100,747300,730100,9.28E+05,949300,938800,707900,705200,729900,755800,734700,748700,797100,831100,861900,869900,921100,921900,875600,796300,8.57E+05
90025,Los Angeles,731900,677400,6.53E+05,632800,638200,656600,655800,642500,618600,591900,624600,593200,630900,588900,603500,578300,592700,634400,661200,656500,649400,611800,626800,611400,634500,610600,600600,5.64E+05,584300,575400,6.06E+05,547200,5.41E+05,515900,560700,567600,565400,559400,550200,544900,5.64E+05,579300,593100,580100,577600,568300,583500,598700,606200,574600,553200,572600,590300,612900,620900,618900,624400,582100,587900,5.92E+05,628600,659200,663400,663600,659300,668500,679500,668400,631200,633500,630400,673600,650300,634600,619200,609800,611600,589500,543500,572500,608200,673900,672500,649800,665300,666800,688400,685700,7.05E+05,721400,723100,700400,639100,651600,672200,717300,734300,757300,757100,752800,712400,715700,731900,771900,7.79E+05,734900,720200,7.34E+05,747800,714300,705800,736200,773300,783800,733300,7.13E+05,7.26E+05,7.81E+05,809600,905800,949600,986900,884500,844300
91710,Chino,370500,374800,3.66E+05,346700,328900,329900,324900,3.10E+05,2.99E+05,290200,288200,284800,284100,278400,262700,263300,2.68E+05,283600,286100,285400,290100,279800,277500,276100,286200,286400,281900,278800,292200,298500,303300,289100,270800,261300,2.65E+05,272200,2.77E+05,272500,267400,265700,263900,268300,264100,257900,258700,248200,259300,250100,254100,246100,255100,263800,268600,276300,276100,274800,280400,288600,318900,319500,333200,320300,329200,330900,344100,3.49E+05,354100,355400,357500,364200,360600,361900,361800,369500,373800,376900,399100,396400,3.99E+05,377200,398900,397900,403900,393400,390500,386400,3.83E+05,390800,393400,398100,396500,398700,416800,418400,4.13E+05,404300,409900,421700,414200,411800,408400,411500,414600,410400,412900,401800,412800,410600,425800,4.16E+05,410900,416300,433100,440600,425100,431600,445700,472800,479800,4.90E+05,496800,483900,4.70E+05,460200
94544,Hayward,374400,368600,348700,333300,304600,284400,284800,276700,276100,269500,2.64E+05,260800,251600,246500,238900,230400,226900,222400,240600,249100,263500,260600,252200,253300,254200,271300,266900,265300,2.55E+05,2.60E+05,255200,2.70E+05,255600,264200,2.45E+05,247700,239600,237100,234300,226500,227100,229200,231200,231400,232700,241500,236600,241100,2.32E+05,244500,239400,240200,230800,243800,252300,262200,270200,274600,295300,294700,307700,310300,327200,345200,3.61E+05,366500,366800,368700,381800,389700,394800,381900,385800,389800,3.98E+05,402100,401700,415400,410300,4.20E+05,4.12E+05,419100,410700,429400,434200,449800,440300,438400,437400,445900,461300,457900,458800,479500,497800,509500,506600,504300,503100,495900,500200,500200,499600,506200,514400,524100,534500,544300,545500,551400,557400,563300,567800,555200,576100,588400,612600,598500,5.98E+05,607300,627500,639800,618200,618700
95687,Vacaville,329300,319100,306700,297800,2.75E+05,267400,265500,263600,250100,244900,234100,229300,220600,221500,217400,203600,200700,205100,216200,219200,221600,224400,231200,228500,227500,221500,2.20E+05,218900,205300,200200,197800,205200,2.06E+05,2.07E+05,208600,203800,201200,192800,198600,185400,183600,183900,193100,1.99E+05,197600,197300,191900,1.81E+05,183500,189500,1.98E+05,197900,196800,2.02E+05,202100,204600,209100,214400,219100,2.23E+05,227900,2.44E+05,252600,258400,262500,267200,274800,2.76E+05,281900,286800,291100,294400,305500,304700,305300,302500,310200,312900,309400,309400,312900,3.15E+05,313100,3.15E+05,320500,324600,326500,327500,3.32E+05,333500,336300,335700,332900,336500,352500,358500,361300,353400,355900,356400,352600,359400,365400,375500,373300,378200,383800,386700,382100,383800,386600,3.90E+05,384600,382700,384700,387100,398100,397700,404700,404400,418100,4.27E+05,432400,422600
94568,Dublin,5.10E+05,501700,486900,4.88E+05,508100,531300,550100,551200,519100,509500,485600,476100,439900,447600,4.39E+05,463500,450300,434100,421200,422400,454900,470900,475200,474600,464600,469900,456200,463800,467800,478800,482700,486300,508700,508100,542400,563400,535800,475100,434400,4.30E+05,4.32E+05,4.25E+05,431100,4.46E+05,439300,440300,420600,426100,424800,4.39E+05,4.28E+05,436500,433100,447100,446200,490300,5.03E+05,512300,469400,466100,473800,493800,516700,541500,5.54E+05,561400,562700,583300,596400,607300,612800,640200,652900,654800,630700,6.33E+05,642400,647200,649800,652500,648500,651100,650400,6.40E+05,661900,683700,704100,704100,700600,697800,702800,713600,727200,723600,736900,744100,7.49E+05,744100,755500,750800,740900,744200,758600,753200,777100,795900,803200,773800,735800,734800,732200,739100,766100,780500,795400,798100,820800,848500,879500,9.10E+05,917600,893400,877800,855100
93536,Del Sur,2.81E+05,274800,266500,253500,245200,240800,240100,233800,225500,209900,204300,195600,195900,188300,187200,182200,183400,181100,188200,189600,195100,195500,199600,202100,201400,194200,189700,183700,187100,190900,195900,191600,1.88E+05,1.81E+05,178600,171300,174300,171700,176400,171700,175900,170300,174100,171100,177200,170400,172700,172200,173200,174100,165700,1.63E+05,161100,165800,164300,162200,172600,178300,182800,178500,1.87E+05,193600,205700,212300,220100,221500,220900,224500,230200,226800,227300,224700,230900,235500,235200,237600,2.32E+05,229200,239200,244300,2.46E+05,242800,243100,246500,249200,250100,250300,249100,249500,252400,2.54E+05,255800,260900,2.63E+05,268700,267200,275800,274700,2.81E+05,277700,2.83E+05,286200,293800,296100,297500,295800,297600,300200,301300,307100,309300,317100,322200,325900,325400,325600,329100,322900,336700,342700,362500,355100,351300,343800
95035,Milpitas,6.24E+05,584500,548900,5.81E+05,593200,611100,5.99E+05,558200,544100,497400,493300,4.48E+05,420600,384800,382600,392500,407700,420300,414300,412300,4.12E+05,437300,459100,441600,428900,415300,419600,434900,426900,458400,442200,460300,4.45E+05,450500,438300,413900,407500,408300,440900,4.42E+05,4.34E+05,431100,424400,431200,418700,423600,456800,430400,423500,399900,435200,457400,4.62E+05,462300,470800,480300,493500,505200,503600,485800,477500,503500,541900,549700,548100,554600,5.84E+05,595900,606600,622100,617700,615500,592800,602800,614500,624900,640500,631200,646300,636700,657200,660700,684800,702100,718900,727900,721200,733600,734900,753400,7.42E+05,763900,758600,761200,757600,7.67E+05,778300,771800,777400,782400,799500,820100,822200,816700,802300,812300,821100,824800,830700,832400,844500,8.49E+05,852500,860700,865900,896800,932900,9.69E+05,1002600,1019900,1063100,1067800,1111600,1.09E+06
92630,El Toro,409200,417200,404600,4.52E+05,437700,4.32E+05,399600,388400,349500,356100,346500,3.44E+05,343100,325900,366800,400700,429300,407600,391800,388400,386400,3.77E+05,408700,4.13E+05,408400,355500,378300,392100,429900,433600,421500,402400,410900,398300,384200,3.48E+05,355500,370200,390700,405700,416600,4.08E+05,394300,381600,385900,386500,398500,374100,341700,331600,346400,388200,4.00E+05,419100,413200,428400,428300,459100,454800,432500,445500,456600,518400,502400,520700,505800,514600,501300,5.15E+05,515600,546200,536100,529100,512100,5.10E+05,5.03E+05,486100,494300,522500,532100,519400,518600,510700,527100,511700,537200,544500,592300,5.77E+05,582800,569300,577300,574800,5.62E+05,571400,564900,568200,550400,559100,585600,609200,616600,579800,586400,579700,607900,618200,5.61E+05,564100,550600,613500,601700,607400,613600,611400,613900,638800,632600,6.31E+05,631500,704100,742600,733500,725700
95758,Elk Grove,268800,2.62E+05,251700,237400,2.31E+05,228600,225100,2.24E+05,222700,220200,214800,210100,210400,207200,200600,197800,197300,200200,205800,2.09E+05,212900,208100,203900,200200,201700,204200,205900,200800,196500,195200,1.92E+05,195300,191100,192700,186300,184200,180900,180100,174400,172300,173100,175500,177600,173500,174400,172300,1.73E+05,177200,180300,1.83E+05,180600,184400,189900,1.97E+05,202900,206600,211800,216200,222900,228800,228600,2.36E+05,238400,247900,248100,252700,256300,263800,260700,2.63E+05,263700,2.73E+05,272700,270200,270200,270600,279100,279800,287700,281900,2.82E+05,276700,277900,2.78E+05,288300,288700,296200,292300,298600,293300,293400,294800,301300,3.04E+05,305600,308900,319700,321800,324800,319900,3.23E+05,325600,330200,331800,334600,333800,338600,341800,347800,353300,351200,352100,351600,359200,361100,365500,370800,379900,383800,386400,394400,3.99E+05,399900,383300
93257,Poplar,193400,186700,174900,161700,169400,165100,1.67E+05,158600,160100,154400,150400,143800,136900,125600,118900,128300,137400,139300,136600,127400,128300,121800,128100,1.30E+05,134500,123400,118800,112400,117900,109900,112400,110600,112400,1.07E+05,105800,105400,101400,99500,96500,102300,106400,112100,110300,105900,102700,103200,106800,104800,102200,99700,102400,106800,107600,119200,116700,118800,103600,1.08E+05,107800,116400,1.15E+05,115600,118300,118200,132400,131700,134900,134400,136300,142100,136300,147700,144500,151100,142900,147400,144800,1.47E+05,148400,149100,150300,150100,153300,1.52E+05,149500,145800,149900,153700,156900,156900,154300,156400,144900,144500,144500,154100,160600,1.61E+05,164500,164400,167700,170900,170800,170100,169500,1.71E+05,172500,173800,1.78E+05,180400,175700,174400,169800,175200,183300,187200,192300,188700,190700,195300,196300,197300,189600,188900
93309,Bakersfield,195400,186200,177500,171700,165400,157100,147100,137800,132800,133900,132300,129100,117200,113300,108300,1.12E+05,1.09E+05,106200,107800,104300,106300,105900,110100,1.18E+05,114700,120700,113300,1.16E+05,112100,112200,111500,108300,112900,1.08E+05,111500,109600,110100,108100,102900,108300,106300,110800,108600,105800,108300,108600,114100,1.17E+05,120100,124800,120200,122200,121400,122500,124800,126900,129600,132400,136400,143400,145600,146300,148500,152700,151100,151500,1.50E+05,1.56E+05,159900,159700,1.59E+05,1.59E+05,1.62E+05,1.65E+05,166700,168500,183200,180500,178200,161900,164500,165500,165200,173700,175300,188700,178700,178400,170300,176100,177100,173700,168300,174900,173800,182400,176800,179100,176900,175600,176800,174300,176300,182400,181500,183700,180900,181200,178300,176400,174400,175100,177400,1.84E+05,189300,188800,1.91E+05,190700,1.97E+05,199100,201800,197800,194900,189800
94541,Hayward,415900,374100,345900,333700,324900,313200,309200,296500,284400,264700,253100,246600,238900,233600,225500,225900,232200,236800,241600,237300,245500,248100,258900,260500,265100,261800,253300,254200,253400,248500,244900,242100,260100,253900,256400,256600,253200,246300,217200,217200,2.19E+05,230800,235100,230200,236200,236200,240200,240100,2.39E+05,238600,229300,228500,234400,252100,256500,275300,281900,299600,303800,306800,312600,317800,329800,355200,365300,376500,364300,363800,360100,380200,393700,411300,403400,398900,3.96E+05,393200,398700,404100,410100,412500,424700,423700,418900,395400,409200,449100,478900,479800,455100,442400,455400,469500,472400,471400,461200,488500,484600,501700,489300,501300,505300,511300,505600,509500,521400,530700,529900,534800,547400,552100,545100,547900,548300,559200,5.71E+05,578800,589200,588700,615500,613800,619600,593400,588300,581800
94538,Fremont,483200,483700,484300,471200,456100,467200,446800,4.49E+05,441300,440300,425300,386600,373100,3.66E+05,376900,383600,382400,384600,399700,408600,422300,410700,4.13E+05,410900,3.79E+05,383800,382800,416100,4.14E+05,419900,4.26E+05,431100,430500,426100,415200,402600,403700,398400,388600,365500,350300,336800,342500,346700,370900,366500,363900,3.50E+05,354100,364400,370400,377200,375100,395200,417200,440400,449900,445200,466800,447700,458800,4.62E+05,503200,5.31E+05,540200,545800,5.36E+05,529200,541200,554300,571300,570300,579800,5.87E+05,595900,603200,600600,6.05E+05,618800,639100,645700,635200,632200,587400,594300,599400,656800,669300,683200,706900,709700,711100,689700,692400,688300,676500,689500,704400,739600,738600,745100,756800,771900,774200,767500,776800,789800,8.04E+05,802200,766600,753500,753200,797200,8.17E+05,835600,8.83E+05,9.23E+05,946300,928200,917700,941600,975700,1006500,989100
94513,Brentwood,4.24E+05,402200,389100,385300,379400,360200,3.46E+05,328100,327700,319300,318400,319800,3.14E+05,306600,280200,284200,287400,289100,276900,275300,293100,310600,319800,308300,309600,299100,2.92E+05,282100,289500,288500,285700,287900,310200,315600,312300,299700,295200,291200,293700,291600,283900,271300,266700,274100,288100,297600,293600,292800,299200,300600,313700,316900,326100,316500,308100,314100,3.23E+05,382800,387700,391900,354500,357500,370900,377300,405400,410600,421500,411200,429700,433500,445100,434900,4.61E+05,440900,437800,411300,422100,419900,420800,425100,429200,431400,435500,439300,437300,438300,4.47E+05,461700,473600,485300,485100,4.85E+05,476700,4.88E+05,483900,501100,496500,515300,510800,511700,508500,4.96E+05,502900,487300,506500,498300,517700,508400,530700,5.40E+05,545700,537800,529700,544200,543200,560300,562300,5.73E+05,569900,580300,588300,595200,582800,574700
92647,Huntingtn Bch,552500,548600,558300,542900,535800,530900,554600,535600,512800,492700,509100,528900,5.39E+05,516100,494400,467700,484500,499200,521100,527800,523900,516200,535100,535800,542500,510100,511400,511400,527800,536300,534600,521900,504500,494400,484600,478600,478400,472100,4.72E+05,4.56E+05,4.57E+05,454600,469800,4.56E+05,449300,463200,480900,4.82E+05,454400,450700,462300,468800,478800,482600,498700,493100,492300,488400,505500,5.26E+05,531500,531400,529800,5.42E+05,5.59E+05,5.68E+05,577700,593400,596500,599700,580600,580400,5.93E+05,602700,612100,606700,602500,600900,598900,614500,619100,635200,631500,632900,626400,622400,619600,618300,627300,632200,629200,6.25E+05,633100,637500,658600,653500,663500,659600,666900,668200,660800,664400,6.66E+05,665300,653700,659500,667300,685600,681400,703600,681800,669500,659200,683400,716200,723100,703500,692300,696600,726300,742600,735500,740900,735700
95355,Modesto,276200,268500,255600,246300,231800,2.15E+05,212100,205600,204500,201900,195900,194300,185800,184900,181400,1.77E+05,174900,166300,166700,166800,173500,174300,173100,1.75E+05,176300,183400,1.82E+05,1.81E+05,172600,167500,161600,165400,167600,168500,158300,155300,153400,154400,156200,153700,153700,150900,1.54E+05,151900,151500,147800,151200,150600,151500,1.53E+05,158500,161500,161600,156500,157600,157500,165500,174300,182200,177500,178900,179100,188200,191200,196700,210700,2.15E+05,221100,222300,227100,222100,224400,225700,235300,230200,233200,235100,238900,240700,234800,233700,232900,242200,2.45E+05,246800,247100,251400,256600,268700,265800,264600,257800,267200,272300,274200,274800,278800,2.86E+05,289400,286500,282600,280900,278300,277800,2.74E+05,279500,280800,285300,283800,288100,291700,2.95E+05,297500,301400,309400,301600,306300,302200,315700,315500,327300,3.33E+05,335400,329800
95670,Gold River,251700,229200,224600,199600,194900,182700,187800,192500,183700,177200,169900,165400,160900,157300,156100,160400,160200,173200,173700,180800,1.73E+05,176900,175800,175600,1.61E+05,168400,171700,171600,1.56E+05,146300,161400,171600,1.73E+05,159400,150900,144200,140900,133800,138800,1.35E+05,144800,137300,132800,130500,140100,150200,149400,149500,148600,142700,137200,132300,138500,137500,147700,156500,166600,166700,165100,169300,178700,179900,179400,181800,187700,204700,216400,214800,205800,205600,212400,2.18E+05,211700,218500,228800,233300,239300,230600,239700,237300,237900,2.26E+05,223100,223500,230100,2.31E+05,233900,236500,2.37E+05,2.47E+05,246200,250400,2.44E+05,250300,252900,265700,263400,2.61E+05,261800,268300,2.71E+05,267200,269700,276300,280100,278500,284900,2.83E+05,294500,300900,303200,298700,297500,300600,303900,307300,317500,326300,328500,327300,319200,317200,320800,331300
94587,Union City,469700,454100,451500,444500,431700,425900,421300,4.29E+05,395700,391900,370500,374100,346900,346700,359300,3.72E+05,3.81E+05,370200,372800,361800,370900,368600,370800,381200,383200,375900,383500,394100,428600,405100,384300,353700,359200,360400,370700,379700,362600,357200,337400,357900,351500,360100,368300,3.72E+05,375800,373100,379800,374700,353800,347900,361900,380300,392700,386300,412400,413400,4.16E+05,408900,409400,433200,442200,459900,4.68E+05,483100,500700,498100,504400,5.17E+05,527600,539100,539700,510100,505100,460900,497600,491600,544800,561200,579200,574800,583600,5.74E+05,5.99E+05,590300,625600,612900,616100,616500,625400,635300,614900,613100,596100,641900,662400,692700,616600,627200,6.57E+05,719600,700800,683700,704200,725300,734700,724200,708200,704200,682300,709100,716100,748700,711300,735300,746600,806600,810100,818100,831600,854400,8.69E+05,887400,906200,925600
92646,Huntingtn Bch,510800,505300,506500,537100,554200,531600,526400,509700,513700,532300,522700,562300,511200,5.16E+05,488200,500700,529200,534800,535200,508700,515900,5.79E+05,593900,598600,533400,521300,503600,479600,455600,420100,469400,488600,505100,487600,496600,471700,461400,428600,4.39E+05,425300,4.32E+05,447400,465100,450500,484800,448200,468200,404100,427100,409500,447800,474500,500800,474900,483700,511700,521200,524300,529300,571300,558900,522400,524800,546200,561500,572800,608400,621400,573600,551200,575400,573600,566700,559500,594500,591900,567600,551300,521300,485900,486300,472700,476700,495400,522900,549600,561600,569800,582300,594300,586700,5.52E+05,5.56E+05,580200,652900,643500,6.61E+05,6.51E+05,652900,6.39E+05,627400,617800,615800,625600,621400,6.40E+05,610200,610300,604300,622900,606400,557400,579700,6.18E+05,708500,719700,736800,713100,686700,685400,677800,680500,691700,661500
92620,Irvine,664100,714200,691400,661300,648800,648300,648200,656100,6.60E+05,624700,572800,560700,595700,629600,635100,601500,616800,608400,595200,591600,658400,692100,664300,601300,628300,663800,648300,634800,6.46E+05,648300,644900,602500,634600,648400,665700,670100,689100,668100,615600,581200,607400,609900,6.02E+05,553100,571900,559600,553200,487500,521800,569300,624800,552100,556300,573800,591200,5.80E+05,5.72E+05,621100,670800,659700,697500,693600,738800,7.17E+05,743900,721100,741200,715600,748200,709300,717500,682600,683100,671900,7.05E+05,702500,688200,695200,730800,749200,742800,741500,751500,762700,764200,784600,793600,794400,779100,760800,743200,7.49E+05,754500,786300,760500,793900,7.69E+05,772100,715900,747900,771300,816100,796500,738400,687700,700400,744500,761900,746500,754500,7.02E+05,701400,650400,711200,698700,780200,874800,883900,8.94E+05,840600,901700,895800,897100,897200
95014,Cupertino,955300,1036200,1058200,1.04E+06,1050100,1096600,1104300,1126600,1003200,9.61E+05,9.48E+05,1002100,985600,924400,891600,933200,953700,956500,939100,1032100,1074800,1034500,988700,996100,1048600,1057600,993300,997100,952200,1001700,978800,1049800,1.01E+06,984300,930900,929700,943900,922800,932400,931400,977800,1006400,1022100,1005100,947400,898600,924500,967900,1008200,977100,987500,1042700,1043700,1070300,1078400,1135300,1114300,1111600,1093900,1225400,1198600,1205500,1145100,1208800,1247400,1265400,1277700,1294600,1313100,1218700,1134600,1112400,1266700,1369700,1439100,1488300,1531500,1501600,1443100,1511400,1509400,1567900,1382400,1482300,1.44E+06,1.60E+06,1586100,1640200,1646700,1721300,1763400,1747400,1681400,1.64E+06,1621600,1566600,1572100,1621500,1.66E+06,1631300,1576200,1545100,1579900,1593500,1655500,1608300,1625300,1685200,1791300,1801400,1697500,1602600,1628300,1750500,1848300,1898300,1780800,1851200,1.92E+06,2081900,2146200,2099700,2092500,2174600
95112,San Jose,559700,511900,457100,436200,428800,433400,425500,416800,418700,4.06E+05,378400,3.33E+05,3.12E+05,316300,320700,320600,331700,354300,358400,359100,3.64E+05,381700,372300,379900,380100,379200,351600,366300,362100,387700,3.68E+05,370600,354500,346400,337100,312400,291800,314900,325100,342500,3.32E+05,336400,341400,333200,338400,344300,337800,334700,331300,352900,359600,371200,382100,396400,393600,398100,401100,412900,400700,4.00E+05,392700,401400,4.23E+05,461200,491500,502200,481800,475200,470900,479500,4.97E+05,485700,486300,483700,4.97E+05,503300,495800,511200,511400,520200,520400,530700,527300,530200,543600,566700,584700,5.88E+05,611700,604800,632400,637800,651200,634800,623300,657300,657700,667700,632100,649900,641200,644200,627600,623900,639100,648800,664600,672800,686600,686600,684500,682800,688400,705700,735200,7.70E+05,777300,798900,827700,861900,880900,934300,956500,9.43E+05
92105,San Diego,235400,240900,202300,204700,1.95E+05,183900,164300,165800,173900,163200,147100,147800,144700,145500,143900,157200,1.61E+05,1.60E+05,164400,176400,196700,201600,195600,194700,206500,211500,208500,1.89E+05,1.93E+05,181400,1.86E+05,175300,1.84E+05,188600,191600,196100,189900,190900,1.69E+05,167300,157300,160700,166700,171300,170900,189700,182700,189400,177600,197800,195200,185100,176300,186700,203200,217800,216800,218700,2.43E+05,242800,236200,216400,229100,239500,241900,246600,2.54E+05,247300,255600,250900,258200,236100,248800,268200,286800,284200,278500,287300,294200,295600,302400,294700,285300,291100,302300,303400,275100,272400,292100,314200,310800,316700,312400,3.27E+05,330700,346900,347500,3.36E+05,344500,352400,349500,344700,345300,360700,348700,353200,360200,387100,378600,379800,372800,376200,377800,3.74E+05,377100,382600,396500,410300,420600,4.06E+05,4.02E+05,388200,388200,375300
94080,South San Fran,5.39E+05,540900,538600,5.37E+05,526500,516600,534500,540500,538700,511600,488700,489500,476100,485600,474100,480700,477800,466100,466500,464400,491800,498700,516400,525500,526400,514700,496500,493800,482500,481300,483900,484500,480200,469300,465200,466200,466700,481300,472500,468700,430300,430100,420400,446300,442300,434600,424300,424400,427200,4.33E+05,428800,435600,438200,460600,492300,514100,508900,506900,511200,526500,532400,543600,5.55E+05,578300,592600,609600,619900,620600,620900,619800,630400,637300,621400,611300,609500,622600,630200,632400,638100,652700,670100,683500,693900,726800,739400,753400,739500,725200,729700,730900,769500,772500,774100,757400,759300,7.75E+05,797400,798200,8.13E+05,799700,804200,789100,7.88E+05,793200,786400,797800,801400,795800,805400,828500,839900,847200,832800,844800,844100,8.52E+05,871300,886900,892800,9.80E+05,1007900,999700,943200,939200
95648,Lincoln,3.43E+05,333800,328300,3.22E+05,322400,309900,308200,292700,294300,287400,289900,287900,277900,275800,263900,263500,261400,2.66E+05,268500,270200,271500,269500,271500,284300,287600,281700,259300,259200,258900,257300,249500,249400,251300,251700,240100,238200,236200,239200,236700,238100,239800,235800,238900,231100,234700,236500,248100,252700,251700,251900,255800,257700,256400,258800,266600,271400,280700,281800,2.97E+05,291400,301700,306900,321500,335500,335500,337700,331900,333700,333800,332100,333900,3.39E+05,342300,342600,344400,342800,340600,340800,342300,340200,336200,340300,3.57E+05,359900,357600,349500,3.50E+05,354800,357600,361700,3.65E+05,365700,373700,3.78E+05,3.99E+05,394900,390600,373100,377800,381600,387800,390200,3.88E+05,393100,394900,3.96E+05,395600,397300,411900,411700,414700,410200,413100,414700,415200,418400,424100,425900,427300,430300,440400,448800,449300,451700
90640,Montebello,456500,434800,404400,362100,361300,349500,356200,361100,359900,351500,334200,331500,329200,316100,316100,302300,310100,304700,332700,329800,3.12E+05,304900,312800,330400,334400,326600,326600,316600,307600,296700,307400,307700,320100,305600,320300,313700,319900,302400,3.00E+05,295700,302300,299100,301800,318200,325300,328100,304300,305600,289300,286500,291600,293300,2.89E+05,293700,317300,346500,337100,326400,320600,338500,3.34E+05,334600,325200,340400,347900,3.52E+05,354200,365200,380500,396100,386300,385500,380600,384300,392900,387900,390500,381300,384300,406700,406400,407600,396400,3.96E+05,4.06E+05,386700,398300,401600,425700,428800,437200,4.39E+05,415800,411800,403200,424600,430700,443400,476700,460700,456200,430400,425900,426400,4.28E+05,432300,450500,448800,454700,449200,4.54E+05,475800,4.79E+05,487500,486800,479300,474200,477400,5.24E+05,541800,541700,507500,475400,473700
94087,Sunnyvale,8.93E+05,922200,908600,8.84E+05,900800,963700,9.93E+05,961500,917800,866900,922200,858600,814600,713400,726500,766700,811200,854300,865500,868600,827900,832200,881300,900200,8.87E+05,846200,837400,849900,853400,882700,915200,889300,879500,842400,873700,837900,861200,847300,8.44E+05,823100,809700,867500,920200,938600,887100,853100,878400,886100,845600,802600,814200,8.46E+05,8.87E+05,932400,1003400,1027300,1014400,1003200,1001200,959500,995800,959600,1034300,1011700,1085500,1092300,1112400,1.14E+06,1181300,1160300,1105600,1098100,1.14E+06,1228600,1207800,1219200,1220300,1308100,1404500,1426500,1425200,1387200,1304600,1314500,1330500,1458200,1.48E+06,1485900,1478200,1532300,1612900,1633800,1566600,1494200,1500400,1543800,1564700,1538200,1531300,1530400,1558600,1545400,1528900,1532100,1558300,1590700,1601800,1692100,1665600,1682500,1628200,1680100,1709300,1.73E+06,1766700,1766500,1897100,1995100,2208800,2140400,2133100,2042400,2072800,2.02E+06
